Key;Attribute;DefaultLanguage;de-DE
PAR_BM_I3_1_S_TELVAL0;Text;Telegramm;Telegramm
PAR_BM_I3_1_S_TELVAL0;SuffixText;;
PAR_BM_I3_1_S_TELPROZ0;Text;Telegramm;Telegramm
PAR_BM_I3_1_S_TELPROZ0;SuffixText;;
PAR_BM_I3_1_S_TEL2BY0;Text;Telegramm;Telegramm
PAR_BM_I3_1_S_TEL2BY0;SuffixText;#,#;#,#
PAR_BM_I3_1_S_TEL4BY0;Text;Telegramm;Telegramm
PAR_BM_I3_1_S_TEL4BY0;SuffixText;#,#;#,#
PAR_BM_I3_1_T_TELSCHALTKRZ;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TELSCHALTKRZ;SuffixText;;
PAR_BM_I3_1_T_TELPRIOKRZ;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TELPRIOKRZ;SuffixText;;
PAR_BM_I3_1_T_TELVALKRZ;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TELVALKRZ;SuffixText;;
PAR_BM_I3_1_T_TELPROZKRZ;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TELPROZKRZ;SuffixText;;
PAR_BM_I3_1_T_TEL2BYKRZ;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TEL2BYKRZ;SuffixText;#,#;#,#
PAR_BM_I3_1_T_TEL4BYKRZ;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TEL4BYKRZ;SuffixText;#,#;#,#
PAR_BM_I3_1_T_BEIKURZ;Text;Senden nach kurzer Bedienung;Senden nach kurzer Bedienung
PAR_BM_I3_1_T_BEIKURZ;SuffixText;;
PAR_BM_I3_1_T_BEILNG;Text;Senden nach langer Bedienung;Senden nach langer Bedienung
PAR_BM_I3_1_T_BEILNG;SuffixText;;
PAR_BM_I3_1_T_DOPPKLICK;Text;Senden nach Doppelklick;Senden nach Doppelklick
PAR_BM_I3_1_T_DOPPKLICK;SuffixText;;
PAR_BM_I3_1_T_TELSCHALTLNG;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TELSCHALTLNG;SuffixText;;
PAR_BM_I3_1_T_TELPRIOLNG;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TELPRIOLNG;SuffixText;;
PAR_BM_I3_1_T_TELVALLNG;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TELVALLNG;SuffixText;;
PAR_BM_I3_1_T_TELPROZLNG;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TELPROZLNG;SuffixText;;
PAR_BM_I3_1_T_TEL2BYLNG;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TEL2BYLNG;SuffixText;#,#;#,#
PAR_BM_I3_1_T_TEL4BYLNG;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TEL4BYLNG;SuffixText;#,#;#,#
PAR_BM_I3_2_S_TELSCHALT1;Text;Telegramm;Telegramm
PAR_BM_I3_2_S_TELSCHALT1;SuffixText;;
PAR_BM_I3_2_S_TELPRIO1;Text;Telegramm;Telegramm
PAR_BM_I3_2_S_TELPRIO1;SuffixText;;
PAR_BM_I3_2_S_TELVAL1;Text;Telegramm;Telegramm
PAR_BM_I3_2_S_TELVAL1;SuffixText;;
PAR_BM_I3_2_S_TELPROZ1;Text;Telegramm;Telegramm
PAR_BM_I3_2_S_TELPROZ1;SuffixText;;
PAR_BM_I3_2_S_TEL2BY1;Text;Telegramm;Telegramm
PAR_BM_I3_2_S_TEL2BY1;SuffixText;#,#;#,#
PAR_BM_I3_2_S_TEL4BY1;Text;Telegramm;Telegramm
PAR_BM_I3_2_S_TEL4BY1;SuffixText;#,#;#,#
PAR_BM_I3_1_T_TELSCHALTDKL;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TELSCHALTDKL;SuffixText;;
PAR_BM_I3_1_T_TELPRIODKL;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TELPRIODKL;SuffixText;;
PAR_BM_I3_1_T_TELVALDKL;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TELVALDKL;SuffixText;;
PAR_BM_I3_1_T_TELPROZDKL;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TELPROZDKL;SuffixText;;
PAR_BM_I3_1_T_TEL2BYDKL;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TEL2BYDKL;SuffixText;#,#;#,#
PAR_BM_I3_1_T_TEL4BYDKL;Text;Telegramm;Telegramm
PAR_BM_I3_1_T_TEL4BYDKL;SuffixText;#,#;#,#
PAR_BM_I3_2_S_TELSCHALT0;Text;Telegramm;Telegramm
PAR_BM_I3_2_S_TELSCHALT0;SuffixText;;
PAR_BM_I3_2_S_TELPRIO0;Text;Telegramm;Telegramm
PAR_BM_I3_2_S_TELPRIO0;SuffixText;;
PAR_BM_I3_2_S_TELVAL0;Text;Telegramm;Telegramm
PAR_BM_I3_2_S_TELVAL0;SuffixText;;
PAR_BM_I3_2_S_TELPROZ0;Text;Telegramm;Telegramm
PAR_BM_I3_2_S_TELPROZ0;SuffixText;;
PAR_BM_I3_2_S_TEL2BY0;Text;Telegramm;Telegramm
PAR_BM_I3_2_S_TEL2BY0;SuffixText;#,#;#,#
PAR_BM_I3_2_S_TEL4BY0;Text;Telegramm;Telegramm
PAR_BM_I3_2_S_TEL4BY0;SuffixText;#,#;#,#
PAR_BM_I3_2_S_OBJTYP;Text;Objekttyp;Objekttyp
PAR_BM_I3_2_S_OBJTYP;SuffixText;;
PAR_BM_I3_2_S_BUSWIED;Text;Reaktion bei Buswiederkehr;Reaktion bei Buswiederkehr
PAR_BM_I3_2_S_BUSWIED;SuffixText;;
PAR_BM_I3_2_T_BEIKURZ;Text;Senden nach kurzer Bedienung;Senden nach kurzer Bedienung
PAR_BM_I3_2_T_BEIKURZ;SuffixText;;
PAR_BM_I3_2_T_BEILNG;Text;Senden nach langer Bedienung;Senden nach langer Bedienung
PAR_BM_I3_2_T_BEILNG;SuffixText;;
PAR_BM_I3_2_T_DOPPKLICK;Text;Senden nach Doppelklick;Senden nach Doppelklick
PAR_BM_I3_2_T_DOPPKLICK;SuffixText;;
PAR_BM_I3_2_S_SNDWENN1;Text;Senden wenn Eingang = 1;Senden wenn Eingang = 1
PAR_BM_I3_2_S_SNDWENN1;SuffixText;;
PAR_BM_I3_2_S_SNDWENN0;Text;Senden wenn Eingang = 0;Senden wenn Eingang = 0
PAR_BM_I3_2_S_SNDWENN0;SuffixText;;
PAR_BM_I3_2_S_ZYKSND;Text;Zyklisch senden;Zyklisch senden
PAR_BM_I3_2_S_ZYKSND;SuffixText;;
PAR_BM_I3_2_S_SPERREIN;Text;Reaktion beim Setzen der Sperre;Reaktion beim Setzen der Sperre
PAR_BM_I3_2_S_SPERREIN;SuffixText;;
PAR_BM_I3_2_S_SPERRAUS;Text;Reaktion beim Aufheben der Sperre;Reaktion beim Aufheben der Sperre
PAR_BM_I3_2_S_SPERRAUS;SuffixText;;
PAR_BM_I3_2_T_OBJTYP;Text;Objekttyp;Objekttyp
PAR_BM_I3_2_T_OBJTYP;SuffixText;;
PAR_BM_I3_2_T_ZYKSND;Text;Zyklisch senden;Zyklisch senden
PAR_BM_I3_2_T_ZYKSND;SuffixText;;
PAR_BM_I3_2_T_BUSWIED;Text;Reaktion bei Buswiederkehr;Reaktion bei Buswiederkehr
PAR_BM_I3_2_T_BUSWIED;SuffixText;;
PAR_BM_I3_2_T_TELSCHALTKRZ;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TELSCHALTKRZ;SuffixText;;
PAR_BM_I3_2_T_TELPRIOKRZ;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TELPRIOKRZ;SuffixText;;
PAR_BM_I3_2_T_TELVALKRZ;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TELVALKRZ;SuffixText;;
PAR_BM_I3_2_T_TELPROZKRZ;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TELPROZKRZ;SuffixText;;
PAR_BM_I3_2_T_TEL2BYKRZ;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TEL2BYKRZ;SuffixText;#,#;#,#
PAR_BM_I3_2_T_TEL4BYKRZ;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TEL4BYKRZ;SuffixText;#,#;#,#
PAR_BM_I3_2_T_TELSCHALTLNG;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TELSCHALTLNG;SuffixText;;
PAR_BM_I3_2_T_TELPRIOLNG;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TELPRIOLNG;SuffixText;;
PAR_BM_I3_2_T_TELVALLNG;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TELVALLNG;SuffixText;;
PAR_BM_I3_2_T_TELPROZLNG;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TELPROZLNG;SuffixText;;
PAR_BM_I3_2_T_TEL2BYLNG;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TEL2BYLNG;SuffixText;#,#;#,#
PAR_BM_I3_2_T_TEL4BYLNG;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TEL4BYLNG;SuffixText;#,#;#,#
PAR_BM_I3_2_T_TELSCHALTDKL;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TELSCHALTDKL;SuffixText;;
PAR_BM_I3_2_T_TELPRIODKL;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TELPRIODKL;SuffixText;;
PAR_BM_I3_2_T_TELVALDKL;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TELVALDKL;SuffixText;;
PAR_BM_I3_2_T_TELPROZDKL;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TELPROZDKL;SuffixText;;
PAR_BM_I3_2_T_TEL2BYDKL;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TEL2BYDKL;SuffixText;#,#;#,#
PAR_BM_I3_2_T_TEL4BYDKL;Text;Telegramm;Telegramm
PAR_BM_I3_2_T_TEL4BYDKL;SuffixText;#,#;#,#
PAR_BM_I3_2_T_SPERREIN;Text;Reaktion beim Setzen der Sperre;Reaktion beim Setzen der Sperre
PAR_BM_I3_2_T_SPERREIN;SuffixText;;
PAR_BM_I3_2_T_SPERRAUS;Text;Reaktion beim Aufheben der Sperre;Reaktion beim Aufheben der Sperre
PAR_BM_I3_2_T_SPERRAUS;SuffixText;;
PAR_ALARM_0_TEXT;Text;PAR_ALARM_0_TEXT;
PAR_ALARM_0_TEXT;SuffixText;;
PAR_ALARM_0_CODE;Text;PAR_ALARM_0_CODE;
PAR_ALARM_0_CODE;SuffixText;;
PAR_ALARM_1_TEXT;Text;PAR_ALARM_1_TEXT;
PAR_ALARM_1_TEXT;SuffixText;;
PAR_ALARM_1_CODE;Text;PAR_ALARM_1_CODE;
PAR_ALARM_1_CODE;SuffixText;;
PAR_ALARM_2_TEXT;Text;PAR_ALARM_2_TEXT;
PAR_ALARM_2_TEXT;SuffixText;;
PAR_ALARM_2_CODE;Text;PAR_ALARM_2_CODE;
PAR_ALARM_2_CODE;SuffixText;;
PAR_ALARM_3_TEXT;Text;PAR_ALARM_3_TEXT;
PAR_ALARM_3_TEXT;SuffixText;;
PAR_ALARM_3_CODE;Text;PAR_ALARM_3_CODE;
PAR_ALARM_3_CODE;SuffixText;;
PAR_ALARM_ALS_TEXT;Text;PAR_ALARM_ALS_TEXT;
PAR_ALARM_ALS_TEXT;SuffixText;;
PAR_ALARM_ALS_CODE;Text;PAR_ALARM_ALS_CODE;
PAR_ALARM_ALS_CODE;SuffixText;;
PAR_ALARM_THRESHOLDS_CO2_TEXT;Text;PAR_ALARM_THRESHOLDS_CO2_TEXT;
PAR_ALARM_THRESHOLDS_CO2_TEXT;SuffixText;;
PAR_ALARM_THRESHOLDS_CO2_CODE;Text;PAR_ALARM_THRESHOLDS_CO2_CODE;
PAR_ALARM_THRESHOLDS_CO2_CODE;SuffixText;;
PAR_ALARM_THRESHOLDS_HUM_TEXT;Text;PAR_ALARM_THRESHOLDS_HUM_TEXT;
PAR_ALARM_THRESHOLDS_HUM_TEXT;SuffixText;;
PAR_ALARM_THRESHOLDS_HUM_CODE;Text;PAR_ALARM_THRESHOLDS_HUM_CODE;
PAR_ALARM_THRESHOLDS_HUM_CODE;SuffixText;;
PAR_ALARM_EXTIN3_TEXT;Text;PAR_ALARM_EXTIN3_TEXT;
PAR_ALARM_EXTIN3_TEXT;SuffixText;;
PAR_ALARM_EXTIN3_CODE;Text;PAR_ALARM_EXTIN3_CODE;
PAR_ALARM_EXTIN3_CODE;SuffixText;;
PAR_ALARM_EXTIN4_TEXT;Text;PAR_ALARM_EXTIN4_TEXT;
PAR_ALARM_EXTIN4_TEXT;SuffixText;;
PAR_ALARM_EXTIN4_CODE;Text;PAR_ALARM_EXTIN4_CODE;
PAR_ALARM_EXTIN4_CODE;SuffixText;;
PAR_INFO_0_TEXT;Text;PAR_INFO_0_TEXT;
PAR_INFO_0_TEXT;SuffixText;;
PAR_INFO_1_TEXT;Text;PAR_INFO_1_TEXT;
PAR_INFO_1_TEXT;SuffixText;;
PAR_INFO_2_TEXT;Text;PAR_INFO_2_TEXT;
PAR_INFO_2_TEXT;SuffixText;;
GO_MW_LED_ONOFF_RCV_GO;Text;GO_BASE_2;
GO_MW_LED_ONOFF_RCV_GO;FunctionText;GO_BASE_2;
GO_MW_TMP_SND_GO;Text;GO_BASE_1;
GO_MW_TMP_SND_GO;FunctionText;GO_BASE_1;
GO_RTR_TMPEXT_GO;Text;GO_BASE_27;
GO_RTR_TMPEXT_GO;FunctionText;GO_BASE_27;
GO_RTR_ISTWREGELUNG_GO;Text;GO_BASE_24;
GO_RTR_ISTWREGELUNG_GO;FunctionText;GO_BASE_24;
GO_RTR_EXTIST_GO;Text;GO_BASE_25;
GO_RTR_EXTIST_GO;FunctionText;GO_BASE_25;
GO_RTR_ISTW_AUSFALL_GO;Text;GO_BASE_26;
GO_RTR_ISTW_AUSFALL_GO;FunctionText;GO_BASE_26;
GO_RTR_NSTBY_GO;Text;GO_BASE_13;
GO_RTR_NSTBY_GO;FunctionText;GO_BASE_13;
GO_RTR_COMFT_GO;Text;GO_BASE_14;
GO_RTR_COMFT_GO;FunctionText;GO_BASE_14;
GO_RTR_FROST_GO;Text;GO_BASE_15;
GO_RTR_FROST_GO;FunctionText;GO_BASE_15;
GO_RTR_BASZN_GO;Text;GO_BASE_17;
GO_RTR_BASZN_GO;FunctionText;GO_BASE_17;
GO_RTR_AKTBA_GO;Text;GO_BASE_16;
GO_RTR_AKTBA_GO;FunctionText;GO_BASE_16;
GO_RTR_STGRHZN_PRZ_GO;Text;GO_BASE_18;
GO_RTR_STGRHZN_PRZ_GO;FunctionText;GO_BASE_18;
GO_RTR_BSW_GO;Text;GO_BASE_10;
GO_RTR_BSW_GO;FunctionText;GO_BASE_10;
GO_RTR_OFFS_GO;Text;GO_BASE_11;
GO_RTR_OFFS_GO;FunctionText;GO_BASE_11;
GO_RTR_SLW_GO;Text;GO_BASE_23;
GO_RTR_SLW_GO;FunctionText;GO_BASE_23;
GO_RTR_STGRHZUS_PRZ_GO;Text;GO_BASE_19;
GO_RTR_STGRHZUS_PRZ_GO;FunctionText;GO_BASE_19;
GO_RTR_STGRKAUTO_PRZ_GO;Text;GO_BASE_20;
GO_RTR_STGRKAUTO_PRZ_GO;FunctionText;GO_BASE_20;
GO_RTR_HK1100_GO;Text;GO_BASE_22;
GO_RTR_HK1100_GO;FunctionText;GO_BASE_22;
GO_RTR_TPKT_ALARMRCV_GO;Text;GO_BASE_28;
GO_RTR_TPKT_ALARMRCV_GO;FunctionText;GO_BASE_28;
GO_RTR_SLWANPREL_SND_GO;Text;GO_BASE_12;
GO_RTR_SLWANPREL_SND_GO;FunctionText;GO_BASE_12;
GO_RTR_STGRKZUS_PRZ_GO;Text;GO_BASE_21;
GO_RTR_STGRKZUS_PRZ_GO;FunctionText;GO_BASE_21;
GO_BM_I0_DIM_SWI_SEND_GO;Text;GO_BASE_30;
GO_BM_I0_DIM_SWI_SEND_GO;FunctionText;GO_BASE_30;
GO_BM_I0_DIM_AUFAB_GO;Text;GO_BASE_31;
GO_BM_I0_DIM_AUFAB_GO;FunctionText;GO_BASE_31;
GO_BM_I00_DIMDKLI_SWI_GO;Text;GO_BASE_32;
GO_BM_I00_DIMDKLI_SWI_GO;FunctionText;GO_BASE_32;
GO_BM_I01_J_LAM_GO;Text;GO_BASE_33;
GO_BM_I01_J_LAM_GO;FunctionText;GO_BASE_33;
GO_BM_I0_SP_1001_GO;Text;GO_BASE_34;
GO_BM_I0_SP_1001_GO;FunctionText;GO_BASE_34;
GO_BM_I1_DIM_SWI_SEND_GO;Text;GO_BASE_35;
GO_BM_I1_DIM_SWI_SEND_GO;FunctionText;GO_BASE_35;
GO_BM_I1_DIM_AUFAB_GO;Text;GO_BASE_36;
GO_BM_I1_DIM_AUFAB_GO;FunctionText;GO_BASE_36;
GO_BM_I10_DIMDKLI_SWI_GO;Text;GO_BASE_37;
GO_BM_I10_DIMDKLI_SWI_GO;FunctionText;GO_BASE_37;
GO_BM_I11_J_LAM_GO;Text;GO_BASE_38;
GO_BM_I11_J_LAM_GO;FunctionText;GO_BASE_38;
GO_BM_I1_SP_1001_GO;Text;GO_BASE_39;
GO_BM_I1_SP_1001_GO;FunctionText;GO_BASE_39;
GO_BM_I2_DIM_SWI_SEND_GO;Text;GO_BASE_40;
GO_BM_I2_DIM_SWI_SEND_GO;FunctionText;GO_BASE_40;
GO_BM_I2_DIM_AUFAB_GO;Text;GO_BASE_41;
GO_BM_I2_DIM_AUFAB_GO;FunctionText;GO_BASE_41;
GO_BM_I20_DIMDKLI_SWI_GO;Text;GO_BASE_42;
GO_BM_I20_DIMDKLI_SWI_GO;FunctionText;GO_BASE_42;
GO_BM_I21_J_LAM_GO;Text;GO_BASE_43;
GO_BM_I21_J_LAM_GO;FunctionText;GO_BASE_43;
GO_BM_I2_SP_1001_GO;Text;GO_BASE_44;
GO_BM_I2_SP_1001_GO;FunctionText;GO_BASE_44;
GO_BM_I3_DIM_SWI_SEND_GO;Text;GO_BASE_45;
GO_BM_I3_DIM_SWI_SEND_GO;FunctionText;GO_BASE_45;
GO_BM_I3_DIM_AUFAB_GO;Text;GO_BASE_46;
GO_BM_I3_DIM_AUFAB_GO;FunctionText;GO_BASE_46;
GO_BM_I30_DIMDKLI_SWI_GO;Text;GO_BASE_47;
GO_BM_I30_DIMDKLI_SWI_GO;FunctionText;GO_BASE_47;
GO_BM_I31_J_LAM_GO;Text;GO_BASE_48;
GO_BM_I31_J_LAM_GO;FunctionText;GO_BASE_48;
GO_BM_I3_SP_1001_GO;Text;GO_BASE_49;
GO_BM_I3_SP_1001_GO;FunctionText;GO_BASE_49;
GO_ALARM_INFO_GO;Text;GO_BASE_51;
GO_ALARM_INFO_GO;FunctionText;GO_BASE_51;
GO_ALARM_ERRORCODE_GO;Text;GO_BASE_52;
GO_ALARM_ERRORCODE_GO;FunctionText;GO_BASE_52;
GO_ALARM_ERRORTEXT_GO;Text;GO_BASE_53;
GO_ALARM_ERRORTEXT_GO;FunctionText;GO_BASE_53;
GO_FIRMWARE_VERSION_SND_GO;Text;GO_BASE_50;
GO_FIRMWARE_VERSION_SND_GO;FunctionText;GO_BASE_50;
GO_MW_LED_ONOFF_RCV;Text;Geräte-LEDs;Geräte-LEDs
GO_MW_LED_ONOFF_RCV;FunctionText;Reduziert;Reduziert
GO_MW_LED_PERCENT_RCV;Text;Geräte-LEDs;Geräte-LEDs
GO_MW_LED_PERCENT_RCV;FunctionText;Helligkeit;Helligkeit
GO_MW_TMP_SND;Text;Temperaturwert;Temperaturwert
GO_MW_TMP_SND;FunctionText;Senden;Senden
GO_RTR_TMPEXT;Text;Außentemperatur;Außentemperatur
GO_RTR_TMPEXT;FunctionText;Empfangen;Empfangen
GO_RTR_ISTWREGELUNG;Text;Istwert für Regelung;Istwert für Regelung
GO_RTR_ISTWREGELUNG;FunctionText;Senden;Senden
GO_RTR_EXTIST;Text;Externer Istwert;Externer Istwert
GO_RTR_EXTIST;FunctionText;Empfangen;Empfangen
GO_RTR_EXTIST_KL;Text;Externer Istwert;Externer Istwert
GO_RTR_EXTIST_KL;FunctionText;Empfangen;Empfangen
GO_RTR_ISTW_AUSFALL;Text;Istwertausfall;Istwertausfall
GO_RTR_ISTW_AUSFALL;FunctionText;Senden;Senden
GO_RTR_NSTBY;Text;Nacht <-> Standby;Nacht <-> Standby
GO_RTR_NSTBY;FunctionText;1=Nacht, 0=Standby;1=Nacht, 0=Standby
GO_RTR_COMFT;Text;Komfort;Komfort
GO_RTR_COMFT;FunctionText;Empfangen;Empfangen
GO_RTR_FROST;Text;Frost-/Hitzeschutz;Frost-/Hitzeschutz
GO_RTR_FROST;FunctionText;Empfangen;Empfangen
GO_RTR_BAVW;Text;Betriebsartvorwahl;Betriebsartvorwahl
GO_RTR_BAVW;FunctionText;Empfangen;Empfangen
GO_RTR_PRES;Text;Präsenz;Präsenz
GO_RTR_PRES;FunctionText;Empfangen;Empfangen
GO_RTR_FNST;Text;Fensterstatus;Fensterstatus
GO_RTR_FNST;FunctionText;Geschlossen=0, Offen=1;Geschlossen=0, Offen=1
GO_RTR_BASZN;Text;Betriebsart als Szene;Betriebsart als Szene
GO_RTR_BASZN;FunctionText;Speichern/abrufen;Speichern/abrufen
GO_RTR_AKTBA;Text;Aktuelle Betriebsart;Aktuelle Betriebsart
GO_RTR_AKTBA;FunctionText;Senden;Senden
GO_RTR_STGRHZN_PRZ;Text;Stellgröße Heizen;Stellgröße Heizen
GO_RTR_STGRHZN_PRZ;FunctionText;Senden;Senden
GO_RTR_STGRHZN_SW;Text;Stellgröße Heizen;Stellgröße Heizen
GO_RTR_STGRHZN_SW;FunctionText;Senden;Senden
GO_RTR_BSW;Text;Basissollwert;Basissollwert
GO_RTR_BSW;FunctionText;Solltemperatur vorgeben;Solltemperatur vorgeben
GO_RTR_BSWRAD;Text;Basissollwert am Stellrad;Basissollwert am Stellrad
GO_RTR_BSWRAD;FunctionText;Senden;Senden
GO_RTR_OFFS;Text;Manuelle Sollwertverschiebung;Manuelle Sollwertverschiebung
GO_RTR_OFFS;FunctionText;Empfangen;Empfangen
GO_RTR_OFFSRAD;Text;Sollwertverschiebung am Stellrad;Sollwertverschiebung am Stellrad
GO_RTR_OFFSRAD;FunctionText;Senden;Senden
GO_RTR_SLW;Text;Aktueller Sollwert;Aktueller Sollwert
GO_RTR_SLW;FunctionText;Setzen/senden;Setzen/senden
GO_RTR_STGRHZUS_PRZ;Text;Stellgröße Heizen Zusatzstufe;Stellgröße Heizen Zusatzstufe
GO_RTR_STGRHZUS_PRZ;FunctionText;Senden;Senden
GO_RTR_STGRHZUS_SW;Text;PWM Heizen Zusatzstufe;PWM Heizen Zusatzstufe
GO_RTR_STGRHZUS_SW;FunctionText;Senden;Senden
GO_RTR_STGRHAUTO_PRZ;Text;Stellgröße Heizen;Stellgröße Heizen
GO_RTR_STGRHAUTO_PRZ;FunctionText;Senden;Senden
GO_RTR_STGRHAUTO_SW;Text;Stellgröße Heizen;Stellgröße Heizen
GO_RTR_STGRHAUTO_SW;FunctionText;Senden;Senden
GO_RTR_STGRKAUTO_PRZ;Text;Stellgröße Kühlen;Stellgröße Kühlen
GO_RTR_STGRKAUTO_PRZ;FunctionText;Senden;Senden
GO_RTR_STGRKAUTO_SW;Text;Stellgröße Kühlen;Stellgröße Kühlen
GO_RTR_STGRKAUTO_SW;FunctionText;Senden;Senden
GO_RTR_STGRH_PRZ;Text;Stellgröße Heizen;Stellgröße Heizen
GO_RTR_STGRH_PRZ;FunctionText;Senden;Senden
GO_RTR_STGRK_PRZ;Text;Stellgröße Kühlen;Stellgröße Kühlen
GO_RTR_STGRK_PRZ;FunctionText;Senden;Senden
GO_RTR_STGRHK_PRZ;Text;Stellgröße Heizen/Kühlen;Stellgröße Heizen/Kühlen
GO_RTR_STGRHK_PRZ;FunctionText;Senden;Senden
GO_RTR_STGRH_SW;Text;Stellgröße Heizen;Stellgröße Heizen
GO_RTR_STGRH_SW;FunctionText;Senden;Senden
GO_RTR_STGRK_SW;Text;Stellgröße Kühlen;Stellgröße Kühlen
GO_RTR_STGRK_SW;FunctionText;Senden;Senden
GO_RTR_STGRHK_SW;Text;Stellgröße Heizen/Kühlen;Stellgröße Heizen/Kühlen
GO_RTR_STGRHK_SW;FunctionText;Senden;Senden
GO_RTR_STGRHDIF_PRZ;Text;Stellgröße Heizen;Stellgröße Heizen
GO_RTR_STGRHDIF_PRZ;FunctionText;Senden;Senden
GO_RTR_STGRKDIF_SW;Text;Stellgröße Kühlen;Stellgröße Kühlen
GO_RTR_STGRKDIF_SW;FunctionText;Senden;Senden
GO_RTR_STGRHDIF_SW;Text;Stellgröße Heizen;Stellgröße Heizen
GO_RTR_STGRHDIF_SW;FunctionText;Senden;Senden
GO_RTR_STGRKDIF_PRZ;Text;Stellgröße Kühlen;Stellgröße Kühlen
GO_RTR_STGRKDIF_PRZ;FunctionText;Senden;Senden
GO_RTR_HK1100;Text;Heizbetrieb/Kühlbetrieb senden;Heizbetrieb/Kühlbetrieb senden
GO_RTR_HK1100;FunctionText;0 = Kühlen, 1 = Heizen;0 = Kühlen, 1 = Heizen
GO_RTR_HK1001;Text;Heizbetrieb/Kühlbetrieb senden;Heizbetrieb/Kühlbetrieb senden
GO_RTR_HK1001;FunctionText;0 = Heizen, 1 = Kühlen;0 = Heizen, 1 = Kühlen
GO_RTR_HK1100R;Text;Umschalten zwischen Heizen und Kühlen;Umschalten zwischen Heizen und Kühlen
GO_RTR_HK1100R;FunctionText;0 = Kühlen, 1 = Heizen;0 = Kühlen, 1 = Heizen
GO_RTR_HK1001R;Text;Umschalten zwischen Heizen und Kühlen;Umschalten zwischen Heizen und Kühlen
GO_RTR_HK1001R;FunctionText;0 = Heizen, 1 = Kühlen;0 = Heizen, 1 = Kühlen
GO_RTR_TPKT_ALARMRCV;Text;Taupunktalarm;Taupunktalarm
GO_RTR_TPKT_ALARMRCV;FunctionText;Empfangen;Empfangen
GO_RTR_SLWANPREL_SND;Text;Außentemperaturkompensation;Außentemperaturkompensation
GO_RTR_SLWANPREL_SND;FunctionText;Senden;Senden
GO_RTR_SLWANPABS_SND;Text;Außentemperaturkompensation;Außentemperaturkompensation
GO_RTR_SLWANPABS_SND;FunctionText;Senden;Senden
GO_RTR_SLWANPREL_RCV;Text;Außentemperaturkompensation;Außentemperaturkompensation
GO_RTR_SLWANPREL_RCV;FunctionText;Sollwert schieben;Sollwert schieben
GO_RTR_STGRKZUS_PRZ;Text;Stellgröße Kühlen Zusatzstufe;Stellgröße Kühlen Zusatzstufe
GO_RTR_STGRKZUS_PRZ;FunctionText;Senden;Senden
GO_RTR_STGRKZUS_SW;Text;PWM Kühlen Zusatzstufe;PWM Kühlen Zusatzstufe
GO_RTR_STGRKZUS_SW;FunctionText;Senden;Senden
GO_BM_I0_DIM_SWI_SEND;Text;Kanal I1;Kanal I1
GO_BM_I0_DIM_SWI_SEND;FunctionText;Schalten;Schalten
GO_BM_I0_DIM_SWI_SENDRECEIVE;Text;Kanal I1;Kanal I1
GO_BM_I0_DIM_SWI_SENDRECEIVE;FunctionText;Schalten;Schalten
GO_BM_I0_DIM_AUFAB;Text;Kanal I1;Kanal I1
GO_BM_I0_DIM_AUFAB;FunctionText;Heller / Dunkler;Heller / Dunkler
GO_BM_I00_DIMDKLI_SWI;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_DIMDKLI_SWI;FunctionText;Schalten;Schalten
GO_BM_I00_DIMDKLI_PRI;Text;Kanal I1.1;Kanal I1.1
GO_BM_I00_DIMDKLI_PRI;FunctionText;Priorität;Priorität
